,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
30122,826221f0c1a1915308dccb83b841eb2f,aa4c9ebf1ab4d645556cc96679f4cb92,delivered,2017-07-21 00:45:07,2017-07-21 01:03:27,2017-07-21 18:09:54,2017-07-24 16:33:55,2017-08-07 00:00:00,f3544b47fdfb4bdd2092131d3c403ae9,5.0,,,2017-07-25 00:00:00,2017-07-31 12:47:42
30334,6318d8c5f6857de384c0b3186d036457,e16043b6c48d4fcfcf5500300001a665,delivered,2017-06-08 20:02:41,2017-06-09 19:55:14,2017-06-13 14:38:45,2017-06-26 13:08:19,2017-07-14 00:00:00,3246b009552f323efbb39550e1d4c99d,3.0,,,2017-06-27 00:00:00,2017-07-03 19:58:05
30335,6318d8c5f6857de384c0b3186d036457,e16043b6c48d4fcfcf5500300001a665,delivered,2017-06-08 20:02:41,2017-06-09 19:55:14,2017-06-13 14:38:45,2017-06-26 13:08:19,2017-07-14 00:00:00,26c7339968774f98c7b496b924e97913,5.0,,,2017-07-08 00:00:00,2017-07-10 00:17:24
30348,cb5b7fb63c0add7098c025cb737df02e,7e2d8e10c5c9339ad1492ad76452465f,delivered,2018-02-25 17:37:04,2018-02-27 04:31:06,2018-03-01 21:36:54,2018-03-19 16:46:35,2018-04-12 00:00:00,167b40b617e650de2c473d70baae2e65,5.0,,"entrega no prazo correto produto em otima qualidade super satisfeita com a minha compra
muito feliz pelo o produto adquerido tanto na entrega como na qualidade do material recebido ",2018-03-16 00:00:00,2018-03-19 16:37:49
30349,cb5b7fb63c0add7098c025cb737df02e,7e2d8e10c5c9339ad1492ad76452465f,delivered,2018-02-25 17:37:04,2018-02-27 04:31:06,2018-03-01 21:36:54,2018-03-19 16:46:35,2018-04-12 00:00:00,a334abcb91df2132f817e0ae76ee5d55,5.0,,"produto em perfeito de otima qualidade e em perfeito estado .
entrega no prazo dado pela empresa
muito satisfeita com a compra 
eu super recomendo o produto e a loja",2018-03-20 00:00:00,2018-03-23 15:59:14
31072,60b3fa9424e97cd3b6b95ca799d511c6,57e35c7eed060b1d17f1ab92d9c856df,delivered,2017-07-31 10:00:03,2017-07-31 10:15:09,2017-08-22 11:34:02,2017-08-22 11:34:03,2017-08-22 00:00:00,1c0c84f0e3132c3af0a17f0aa4987879,1.0,,"Muito ruim a qualidade, as bordas do desenho veio com aspecto de queimado, não consigo tirar a pelicula da frente do espelho pra ver se afetou o mesmo... sem adesivo pra fixar. ",2017-08-23 00:00:00,2017-08-27 23:36:45
31073,60b3fa9424e97cd3b6b95ca799d511c6,57e35c7eed060b1d17f1ab92d9c856df,delivered,2017-07-31 10:00:03,2017-07-31 10:15:09,2017-08-22 11:34:02,2017-08-22 11:34:03,2017-08-22 00:00:00,f11702dd2ce29cbb97f2a04114e9dcf9,4.0,,A imagem que veio no case era diferente da pedida. Como minha filha abriu e gostou não troquei...mas não veio de acordo com o pedido.,2017-08-12 00:00:00,2017-08-13 18:41:07
31380,8ef17147aad160f7780239dcf0acb400,4970bb6b474c87daaa34c517d06745fd,delivered,2017-06-18 22:01:51,2017-06-20 10:30:24,2017-06-20 15:34:43,2017-06-26 12:06:08,2017-07-07 00:00:00,876810384b68902e9a007ef7d7fe9a01,5.0,,"muito bom, super recomendado.",2017-06-27 00:00:00,2017-06-29 17:27:05
31381,8ef17147aad160f7780239dcf0acb400,4970bb6b474c87daaa34c517d06745fd,delivered,2017-06-18 22:01:51,2017-06-20 10:30:24,2017-06-20 15:34:43,2017-06-26 12:06:08,2017-07-07 00:00:00,c6ee64e6e70385d1f3860943b8bc6d47,4.0,,PRODUTO BOM,2017-07-04 00:00:00,2017-07-05 13:04:02
31397,b88330a020772cd6f9b2454f307a486d,658a7d941c6f5fc09e7a2ef4fed57dca,delivered,2018-04-04 19:07:44,2018-04-05 02:15:34,2018-04-05 21:58:51,2018-04-17 20:21:53,2018-05-02 00:00:00,53bc8e44d08f9b9422623f05b80557eb,5.0,,Entrega no prazo prometido.,2018-04-18 00:00:00,2018-04-19 00:08:21
31398,b88330a020772cd6f9b2454f307a486d,658a7d941c6f5fc09e7a2ef4fed57dca,delivered,2018-04-04 19:07:44,2018-04-05 02:15:34,2018-04-05 21:58:51,2018-04-17 20:21:53,2018-05-02 00:00:00,5b82b8ce9ea1c6c16798a88b9ef2177b,5.0,,"Comprometimento, dentro do prazo. ",2018-04-18 00:00:00,2018-04-19 00:10:16
31567,c96fce6251b1af10a35cdf0675566dd0,3e9799c29c70ce74f4d64cf58e7114d6,delivered,2017-09-26 12:48:14,2017-09-27 02:49:52,2017-09-28 17:40:11,2017-10-01 17:09:36,2017-10-16 00:00:00,adcf45b143615e899ec5da91b03157ab,5.0,,Tudo maravilhoso,2017-10-02 00:00:00,2017-10-04 23:11:00
31568,c96fce6251b1af10a35cdf0675566dd0,3e9799c29c70ce74f4d64cf58e7114d6,delivered,2017-09-26 12:48:14,2017-09-27 02:49:52,2017-09-28 17:40:11,2017-10-01 17:09:36,2017-10-16 00:00:00,6f2e9596573264a560ea177107cca3ac,5.0,,Produto entregue no prazo em ótimas condições e sem nenhum problema. ,2017-10-02 00:00:00,2017-10-02 23:19:34
32339,df56136b8031ecd28e200bb18e6ddb2e,b7770073b02ed1d626a027ce86a4ff82,delivered,2017-01-26 13:15:41,2017-01-27 03:05:27,2017-01-31 19:44:07,2017-02-06 09:52:10,2017-03-23 00:00:00,c444278834184f72b1484dfe47de7f97,5.0,,,2017-02-08 00:00:00,2017-02-14 13:58:48
32340,df56136b8031ecd28e200bb18e6ddb2e,b7770073b02ed1d626a027ce86a4ff82,delivered,2017-01-26 13:15:41,2017-01-27 03:05:27,2017-01-31 19:44:07,2017-02-06 09:52:10,2017-03-23 00:00:00,72a1098d5b410ae50fbc0509d26daeb9,5.0,,,2017-02-07 00:00:00,2017-02-10 10:46:09
32341,df56136b8031ecd28e200bb18e6ddb2e,b7770073b02ed1d626a027ce86a4ff82,delivered,2017-01-26 13:15:41,2017-01-27 03:05:27,2017-01-31 19:44:07,2017-02-06 09:52:10,2017-03-23 00:00:00,44f3e54834d23c5570c1d010824d4d59,5.0,,,2017-02-09 00:00:00,2017-02-09 09:07:28
32383,09a38776c4e31230864f867821174daa,f7c7eee947743e900cad930670b94341,delivered,2018-02-02 18:19:18,2018-02-03 02:53:13,2018-02-20 19:55:57,2018-03-09 21:41:54,2018-03-02 00:00:00,9c5a6d4e25c5c677c6091dec19e8770d,5.0,,,2018-02-17 00:00:00,2018-02-18 21:08:15
32384,09a38776c4e31230864f867821174daa,f7c7eee947743e900cad930670b94341,delivered,2018-02-02 18:19:18,2018-02-03 02:53:13,2018-02-20 19:55:57,2018-03-09 21:41:54,2018-03-02 00:00:00,c1dd7c6a2154caaf1a6accd68842286f,1.0,,nao recebi o produto,2018-03-07 00:00:00,2018-03-08 20:48:39
32778,7902f1e4e448f0d59d80e60bc25ec61c,aa199982564f53f710a2115e8a5689e4,delivered,2017-05-24 00:13:29,2017-05-24 01:25:25,2017-06-01 18:34:33,2017-06-13 13:00:17,2017-06-27 00:00:00,67f300be4fddb206e5fad4e8a3bcda0c,5.0,,Não tem,2017-06-02 00:00:00,2017-06-03 13:13:32
32779,7902f1e4e448f0d59d80e60bc25ec61c,aa199982564f53f710a2115e8a5689e4,delivered,2017-05-24 00:13:29,2017-05-24 01:25:25,2017-06-01 18:34:33,2017-06-13 13:00:17,2017-06-27 00:00:00,ca2fb34d8c9fc880f0f94dde4b17e8e3,4.0,,Faltou os acessórios.,2017-06-14 00:00:00,2017-06-17 15:18:36
32781,c879dff70ad9d2d3c315fc40492c660e,b317ff7aa0f8aec84ee237363b6ca0fd,delivered,2018-02-14 13:47:36,2018-02-14 14:07:07,2018-02-15 20:04:17,2018-02-21 23:13:21,2018-03-16 00:00:00,c83a518a070995170cb1c2a3b8fa5ac7,5.0,,,2018-02-22 00:00:00,2018-02-25 02:49:36
32782,c879dff70ad9d2d3c315fc40492c660e,b317ff7aa0f8aec84ee237363b6ca0fd,delivered,2018-02-14 13:47:36,2018-02-14 14:07:07,2018-02-15 20:04:17,2018-02-21 23:13:21,2018-03-16 00:00:00,ca8e5e40f55fbffaa631de686b627dde,5.0,,,2018-02-22 00:00:00,2018-02-23 17:32:41
33047,c1deab56eafcb4bec7703bbe7bd25137,e79dc41727a1e98c2f8f042a432b6ead,delivered,2018-07-19 09:36:34,2018-07-19 09:45:16,2018-07-19 11:23:00,2018-07-25 13:56:45,2018-08-06 00:00:00,032cecbea638b588b8a6fd5be4fddf8c,2.0,produto horrivel,produto fora da minha expectativa ,2018-07-26 00:00:00,2018-07-29 10:51:09
33048,c1deab56eafcb4bec7703bbe7bd25137,e79dc41727a1e98c2f8f042a432b6ead,delivered,2018-07-19 09:36:34,2018-07-19 09:45:16,2018-07-19 11:23:00,2018-07-25 13:56:45,2018-08-06 00:00:00,e488b79befdb804c76b29613cc02ff73,4.0,bom ,recomendo a loja ,2018-07-26 00:00:00,2018-07-29 10:49:41
33314,169d7e0fd71d624d306f132acd791cbe,9b75d329d5d07427875e8443ce939770,delivered,2018-02-17 12:23:21,2018-02-17 12:35:36,2018-02-21 20:17:59,2018-03-09 12:28:27,2018-03-20 00:00:00,a0a641414ff718ca079b3967ef5c2495,5.0,,,2018-03-04 00:00:00,2018-03-06 20:12:53
33315,169d7e0fd71d624d306f132acd791cbe,9b75d329d5d07427875e8443ce939770,delivered,2018-02-17 12:23:21,2018-02-17 12:35:36,2018-02-21 20:17:59,2018-03-09 12:28:27,2018-03-20 00:00:00,8ad4fa301dbed8212b871775dda9cfb3,5.0,,,2018-03-10 00:00:00,2018-03-12 16:34:36
33598,46d2741b78a72c2f07bf0f3c34c4ceab,a34deff3fac2f07c8a085e4d832034be,delivered,2017-05-19 10:02:05,2017-05-20 04:03:03,2017-05-23 16:35:31,2017-06-02 10:32:54,2017-06-14 00:00:00,06e327fb381850fdd69fba40ad61b2f2,2.0,,,2017-06-02 00:00:00,2017-06-05 14:08:36
33599,46d2741b78a72c2f07bf0f3c34c4ceab,a34deff3fac2f07c8a085e4d832034be,delivered,2017-05-19 10:02:05,2017-05-20 04:03:03,2017-05-23 16:35:31,2017-06-02 10:32:54,2017-06-14 00:00:00,87765b23585f0c7389fd2c0b7cf512eb,3.0,,,2017-06-03 00:00:00,2017-06-06 11:51:37
33663,48a964e9ba3ce166150d2980a2f19ed1,28d5f8d98761e92629dbb6e2f770e7ee,delivered,2018-03-08 22:38:53,2018-03-08 23:46:23,2018-03-09 20:34:42,2018-04-24 00:11:51,2018-04-23 00:00:00,78b26ca57aaa5ef7c212c44a99f4bf03,3.0,,,2018-04-25 00:00:00,2018-04-27 19:46:02
33664,48a964e9ba3ce166150d2980a2f19ed1,28d5f8d98761e92629dbb6e2f770e7ee,delivered,2018-03-08 22:38:53,2018-03-08 23:46:23,2018-03-09 20:34:42,2018-04-24 00:11:51,2018-04-23 00:00:00,f9306ef54d4adecf8cca0377b9b0f957,5.0,,,2018-03-22 00:00:00,2018-03-23 03:47:35
34174,44aa72f4eebc8c0ff7a3636f6369201b,6984aa9651157fa05f5814889e11de87,delivered,2017-06-05 00:11:23,2017-06-05 00:52:51,2017-06-06 09:15:19,2017-06-14 16:48:11,2017-06-29 00:00:00,ef60daa08e71f279bffca277370f205f,3.0,,,2017-06-15 00:00:00,2017-06-16 12:30:59
34175,44aa72f4eebc8c0ff7a3636f6369201b,6984aa9651157fa05f5814889e11de87,delivered,2017-06-05 00:11:23,2017-06-05 00:52:51,2017-06-06 09:15:19,2017-06-14 16:48:11,2017-06-29 00:00:00,9d837f1b99a130661e05961824860e69,3.0,,"Um dos pincéis veio duplicado e outro faltando, e alguns pincéis estava com as pontas amassadas, de forma que não retornará ao formato original. ",2017-06-15 00:00:00,2017-06-16 12:22:48
34323,5f7252bf13701d879f6fc28e72b71a9b,70136d50614636d92e9a66bd6058151f,delivered,2017-07-10 11:15:03,2017-07-10 11:25:23,2017-07-11 17:47:45,2017-07-19 20:02:53,2017-08-01 00:00:00,3461997d584df8d7ed73b04b69ea80a2,4.0,,,2017-07-20 00:00:00,2017-07-20 23:26:49
34324,5f7252bf13701d879f6fc28e72b71a9b,70136d50614636d92e9a66bd6058151f,delivered,2017-07-10 11:15:03,2017-07-10 11:25:23,2017-07-11 17:47:45,2017-07-19 20:02:53,2017-08-01 00:00:00,77d427beb34a26b489b34209b61bb974,3.0,,"O produto é bom. É maior q eu imaginava, mas os documentos não cabem. Quem tem CNH tem q tirar o plástico pra guardar na carteira, pois não cabe com o plástico. Identidade não cabe. No geral é boa",2017-07-28 00:00:00,2017-07-28 23:34:35
34396,8f22b4b97d1fd2f187f3106ffb0021c4,7543aeacbb6f5814830a5aa5c5c65090,delivered,2017-07-24 13:40:58,2017-07-25 06:43:03,2017-07-25 22:21:40,2017-08-03 19:11:21,2017-08-18 00:00:00,6e9bca18453897350cc1ad6c1bed49ef,1.0,,Não posso comentar pois ainda não recebi nada,2017-08-04 00:00:00,2017-08-07 16:19:06
34397,8f22b4b97d1fd2f187f3106ffb0021c4,7543aeacbb6f5814830a5aa5c5c65090,delivered,2017-07-24 13:40:58,2017-07-25 06:43:03,2017-07-25 22:21:40,2017-08-03 19:11:21,2017-08-18 00:00:00,268d71995d6c0c472faf0f13b442a00e,1.0,,Comprei 2 unidades é só chegou uma,2017-08-11 00:00:00,2017-08-12 03:34:40
34817,241ed1aad96c4cc788ee6f8ab96242ef,31ef214ca2b1a59ca5819bcbf64b6349,delivered,2018-01-04 22:57:13,2018-01-06 02:08:45,2018-01-11 22:07:58,2018-01-25 02:17:51,2018-02-05 00:00:00,d70b9aa33dad62363fdda2d758373314,5.0,,,2018-01-25 00:00:00,2018-01-25 22:00:19
34818,241ed1aad96c4cc788ee6f8ab96242ef,31ef214ca2b1a59ca5819bcbf64b6349,delivered,2018-01-04 22:57:13,2018-01-06 02:08:45,2018-01-11 22:07:58,2018-01-25 02:17:51,2018-02-05 00:00:00,3052a79d76a1932ff98c990a59230f8d,5.0,,,2018-01-23 00:00:00,2018-01-24 00:17:19
34864,ce59496beb223906ab55f6bce7fa86f5,8553fb012aaa382ff9b2eb9aae6d03fd,delivered,2017-06-02 10:53:33,2017-06-02 11:15:22,2017-06-05 14:05:55,2017-06-16 15:42:09,2017-06-29 00:00:00,5e336718a575cd6067a6cc14f1f3fb3d,5.0,,"A culpa foi dos correios, é pena não termos outra opção no nosso país para envio de encomendas. Mas poderiam procurar tambem o setor de cargas das companhias aereas, as vezes sai mais barato.",2017-06-22 00:00:00,2017-06-26 13:05:25
34865,ce59496beb223906ab55f6bce7fa86f5,8553fb012aaa382ff9b2eb9aae6d03fd,delivered,2017-06-02 10:53:33,2017-06-02 11:15:22,2017-06-05 14:05:55,2017-06-16 15:42:09,2017-06-29 00:00:00,59294cb7699ef93d259c880d02b00ec1,5.0,,,2017-06-17 00:00:00,2017-06-19 20:03:08
34871,2143393cca994a4b8235bc1d67ded772,5d7bf0dcf8306abcdd063a7883e23ae1,delivered,2018-03-02 14:16:44,2018-03-02 14:29:52,2018-03-02 23:55:29,2018-03-05 22:53:08,2018-03-14 00:00:00,7210013d1d7478bd9207fa34d4b88e46,5.0,,Tudo ocorreu bem e era o que eu queria,2018-03-06 00:00:00,2018-03-07 18:17:03
34872,2143393cca994a4b8235bc1d67ded772,5d7bf0dcf8306abcdd063a7883e23ae1,delivered,2018-03-02 14:16:44,2018-03-02 14:29:52,2018-03-02 23:55:29,2018-03-05 22:53:08,2018-03-14 00:00:00,ad134dca6a26a91326f970a15e4c9cba,5.0,,Tudo Correu bem e era o que eu queria,2018-03-06 00:00:00,2018-03-07 18:17:53
35525,715b8576b74d53796bcbb107a201eb55,94f61d2e240f16c9307c8d769c409445,delivered,2018-07-18 13:30:45,2018-07-19 15:35:18,2018-07-20 10:16:00,2018-07-21 14:08:33,2018-07-31 00:00:00,74090c1156e2919231690c770e7cd572,5.0,super recomendo,"Produto lindo,adorei!!",2018-08-01 00:00:00,2018-08-01 22:23:30
35526,715b8576b74d53796bcbb107a201eb55,94f61d2e240f16c9307c8d769c409445,delivered,2018-07-18 13:30:45,2018-07-19 15:35:18,2018-07-20 10:16:00,2018-07-21 14:08:33,2018-07-31 00:00:00,bcab607c602aa2ebf22f6889eb896823,5.0,super recomendo,"Fiquei muito satisfeita com o produto,fiz um pedido especial para entrega ,e eles acolheram este pedido,que pra mim fez toda a diferença.Muito feliz obrigada nota 10.",2018-07-22 00:00:00,2018-07-25 00:27:00
35813,500aced6001e75a49db10f0ae54f94f1,5dee3e7c6309f7edd5ddab8816456cea,delivered,2017-08-10 13:55:28,2017-08-10 14:10:16,2017-08-11 20:22:21,2017-08-24 20:53:01,2017-09-12 00:00:00,176a37898b45f9db0b8de7641973bf53,5.0,,,2017-08-25 00:00:00,2017-08-28 12:23:39
35814,500aced6001e75a49db10f0ae54f94f1,5dee3e7c6309f7edd5ddab8816456cea,delivered,2017-08-10 13:55:28,2017-08-10 14:10:16,2017-08-11 20:22:21,2017-08-24 20:53:01,2017-09-12 00:00:00,50268520bc6b08090e7130a5a75f9631,5.0,,,2017-08-24 00:00:00,2017-08-25 12:46:38
36144,ed273ac994e955e0c775eccb0a6512c0,87a873789449499186421086a43f7bbf,delivered,2018-04-09 22:58:05,2018-04-11 08:50:46,2018-04-12 18:31:44,2018-04-16 15:48:28,2018-05-07 00:00:00,c0e575f814bb8935cf171e3d84abe63b,5.0,,,2018-04-17 00:00:00,2018-04-17 23:03:34
36145,ed273ac994e955e0c775eccb0a6512c0,87a873789449499186421086a43f7bbf,delivered,2018-04-09 22:58:05,2018-04-11 08:50:46,2018-04-12 18:31:44,2018-04-16 15:48:28,2018-05-07 00:00:00,c1aaa529e01936654b5106f6deac1285,5.0,,Excelente compra!,2018-04-17 00:00:00,2018-04-17 23:03:04
36239,c88b1d1b157a9999ce368f218a407141,ae0fb7b01c548c4fd30f19f55453ec4a,delivered,2017-07-17 22:44:23,2017-07-18 22:50:12,2017-07-20 15:27:41,2017-07-21 17:06:30,2017-08-01 00:00:00,ffb8cff872a625632ac983eb1f88843c,3.0,,,2017-07-22 00:00:00,2017-07-26 13:41:07
36240,c88b1d1b157a9999ce368f218a407141,ae0fb7b01c548c4fd30f19f55453ec4a,delivered,2017-07-17 22:44:23,2017-07-18 22:50:12,2017-07-20 15:27:41,2017-07-21 17:06:30,2017-08-01 00:00:00,202b5f44d09cd3cfc0d6bd12f01b044c,5.0,,,2017-07-22 00:00:00,2017-07-26 13:40:22
36241,c88b1d1b157a9999ce368f218a407141,ae0fb7b01c548c4fd30f19f55453ec4a,delivered,2017-07-17 22:44:23,2017-07-18 22:50:12,2017-07-20 15:27:41,2017-07-21 17:06:30,2017-08-01 00:00:00,fb96ea2ef8cce1c888f4d45c8e22b793,5.0,,,2017-07-21 00:00:00,2017-07-26 13:45:15
36280,76d297b7eeb8abdaeb5d573e33336449,8e96901b7a996ba853422616c9c02701,delivered,2017-10-08 18:59:57,2017-10-10 09:14:19,2017-10-13 19:27:43,2017-10-26 22:46:10,2017-11-08 00:00:00,e17c3b2f8e99c2094d21a3998b671448,3.0,,,2017-10-27 00:00:00,2017-10-31 15:29:13
36281,76d297b7eeb8abdaeb5d573e33336449,8e96901b7a996ba853422616c9c02701,delivered,2017-10-08 18:59:57,2017-10-10 09:14:19,2017-10-13 19:27:43,2017-10-26 22:46:10,2017-11-08 00:00:00,62c7722239b976d943ec0d430cfe890e,3.0,,,2017-10-22 00:00:00,2017-10-31 15:33:32
36547,c5132855100a12d63ed4e8ae05f9594d,6e5b6ba2e8de70d9e920b541a619ba91,delivered,2017-10-13 14:45:03,2017-10-17 04:24:35,2017-10-18 19:37:31,2017-10-25 20:22:10,2018-01-11 00:00:00,64fc883de1994b70450ffbb93c3b2fd2,5.0,,,2017-10-25 00:00:00,2017-10-27 22:20:25
36548,c5132855100a12d63ed4e8ae05f9594d,6e5b6ba2e8de70d9e920b541a619ba91,delivered,2017-10-13 14:45:03,2017-10-17 04:24:35,2017-10-18 19:37:31,2017-10-25 20:22:10,2018-01-11 00:00:00,f54c07ac324eef4211ebc9a67baa6288,5.0,,,2017-10-26 00:00:00,2017-10-26 23:00:46
37062,10467788e05701fc7e9293f6cbed5c11,a85e16c60e3462ec7eaec32f98745da6,delivered,2017-08-21 09:23:23,2017-08-21 09:35:28,2017-08-22 13:37:02,2017-09-11 20:13:40,2017-09-15 00:00:00,c972bc089fa7275b1048e9f87f57d441,5.0,,,2017-09-12 00:00:00,2017-09-15 00:31:41
37063,10467788e05701fc7e9293f6cbed5c11,a85e16c60e3462ec7eaec32f98745da6,delivered,2017-08-21 09:23:23,2017-08-21 09:35:28,2017-08-22 13:37:02,2017-09-11 20:13:40,2017-09-15 00:00:00,702d87616c495a871bcdeac685012356,5.0,,,2017-09-12 00:00:00,2017-09-15 00:30:19
37571,ce5ac3d77cca9ee37ace392eb33cee3f,de8c0c2c84ae2509dfa7594c4e00a219,delivered,2017-10-17 19:05:01,2017-10-17 19:14:15,2017-10-24 12:11:10,2017-10-30 20:54:02,2017-11-08 00:00:00,76b7f392d84986f8c04c229fa4783d5e,3.0,,"Prazo compatível ao preço cobrado, ágil.",2017-10-25 00:00:00,2017-10-27 16:12:43
37572,ce5ac3d77cca9ee37ace392eb33cee3f,de8c0c2c84ae2509dfa7594c4e00a219,delivered,2017-10-17 19:05:01,2017-10-17 19:14:15,2017-10-24 12:11:10,2017-10-30 20:54:02,2017-11-08 00:00:00,3cd0cdb556ae14cfc2d463954c86aff4,3.0,,,2017-10-31 00:00:00,2017-11-01 10:51:17
37584,5b0cbe028ba75896dcef147e3cfaae1b,e09b89f779d02d6dd26e43881670d935,delivered,2017-08-10 13:55:29,2017-08-10 14:10:17,2017-08-16 18:27:40,2017-08-23 19:57:48,2017-08-30 00:00:00,50268520bc6b08090e7130a5a75f9631,5.0,,,2017-08-24 00:00:00,2017-08-25 12:46:38
37585,5b0cbe028ba75896dcef147e3cfaae1b,e09b89f779d02d6dd26e43881670d935,delivered,2017-08-10 13:55:29,2017-08-10 14:10:17,2017-08-16 18:27:40,2017-08-23 19:57:48,2017-08-30 00:00:00,176a37898b45f9db0b8de7641973bf53,5.0,,,2017-08-25 00:00:00,2017-08-28 12:23:39
37667,3200257acc9dd36d1fa819e72fca7e59,c8a84c4b2aea91e2cfd48a87ae2a8947,delivered,2017-11-24 12:58:53,2017-11-24 15:13:44,2017-11-28 15:29:05,2017-12-04 20:33:01,2017-12-27 00:00:00,4fea089659b78b233489192ca88d8448,4.0,,,2017-12-05 00:00:00,2017-12-08 00:30:08
37668,3200257acc9dd36d1fa819e72fca7e59,c8a84c4b2aea91e2cfd48a87ae2a8947,delivered,2017-11-24 12:58:53,2017-11-24 15:13:44,2017-11-28 15:29:05,2017-12-04 20:33:01,2017-12-27 00:00:00,5395e388be6105b6a76ddcce4557356f,4.0,,,2017-12-06 00:00:00,2017-12-08 11:27:16
37696,33f1e992ba3e439bfd0d432164a3d44a,ef898057565789279a822bd22a0b6dc0,delivered,2018-03-01 12:57:42,2018-03-01 13:40:22,2018-03-05 14:18:39,2018-04-07 00:06:45,2018-03-21 00:00:00,88aa1ab6781d760e6277f933f3598eae,1.0,,,2018-03-23 00:00:00,2018-03-25 22:12:06
37697,33f1e992ba3e439bfd0d432164a3d44a,ef898057565789279a822bd22a0b6dc0,delivered,2018-03-01 12:57:42,2018-03-01 13:40:22,2018-03-05 14:18:39,2018-04-07 00:06:45,2018-03-21 00:00:00,44cc3ff63b7074e53cb78bb7c940a85a,1.0,,,2018-03-23 00:00:00,2018-03-23 04:58:20
37700,49bab3f94ce298f6fde6208f426978b4,6921224e0e53eea536125e700611b01c,delivered,2018-02-23 08:38:47,2018-02-23 08:50:25,2018-02-27 20:51:59,2018-03-02 23:52:29,2018-03-09 00:00:00,2afe63a67dfd99b3038f568fb47ee761,5.0,,"Muito bom, produto conforme anunciado, entrega antes do prazo.",2018-03-03 00:00:00,2018-03-04 22:56:47
37701,49bab3f94ce298f6fde6208f426978b4,6921224e0e53eea536125e700611b01c,delivered,2018-02-23 08:38:47,2018-02-23 08:50:25,2018-02-27 20:51:59,2018-03-02 23:52:29,2018-03-09 00:00:00,7eeb2cbff212e6c311994d274bc1a149,5.0,,"Entrega rápida, bom produto. Conforme anúncio",2018-03-03 00:00:00,2018-03-06 12:41:39
37760,96521e809c9baf75bf1a6881d39e0d8e,3874a30e7d0c06664c168e83eb191ffd,delivered,2017-10-19 15:53:18,2017-10-19 16:07:40,2017-10-23 15:29:59,2017-10-31 01:07:42,2017-11-14 00:00:00,f2b68781026f05112b09cbdf35469422,5.0,,,2017-11-04 00:00:00,2017-11-07 11:02:49
37761,96521e809c9baf75bf1a6881d39e0d8e,3874a30e7d0c06664c168e83eb191ffd,delivered,2017-10-19 15:53:18,2017-10-19 16:07:40,2017-10-23 15:29:59,2017-10-31 01:07:42,2017-11-14 00:00:00,8223b52119232884ffa39d94b7fa76db,1.0,,Veio faltando item e estou aguardando uma posição ,2017-11-01 00:00:00,2017-11-03 11:45:29
37792,0715dfcf2383aa72c181d8b47f6cb589,0ea00ae539e6a29390c4e1d0841352e4,delivered,2018-02-14 11:43:41,2018-02-14 11:55:31,2018-02-15 20:28:44,2018-03-09 17:01:11,2018-03-19 00:00:00,93bff38e529369b84919d539aa3dc449,5.0,,,2018-02-28 00:00:00,2018-03-06 23:17:46
37793,0715dfcf2383aa72c181d8b47f6cb589,0ea00ae539e6a29390c4e1d0841352e4,delivered,2018-02-14 11:43:41,2018-02-14 11:55:31,2018-02-15 20:28:44,2018-03-09 17:01:11,2018-03-19 00:00:00,e8ea3d83611914b5a445adbdd5c37072,5.0,,,2018-03-10 00:00:00,2018-03-10 20:42:13
37890,4f68ed0836136db8064bf34ebb1965e2,08a113f40963196742d5538a95776e34,delivered,2017-08-03 13:19:56,2017-08-03 14:30:09,2017-08-14 18:23:01,2017-08-17 19:03:48,2017-08-22 00:00:00,d8e1bb2dcde149ffc1c0fe9e85ace686,5.0,,lindo,2017-08-12 00:00:00,2017-08-16 13:10:58
37891,4f68ed0836136db8064bf34ebb1965e2,08a113f40963196742d5538a95776e34,delivered,2017-08-03 13:19:56,2017-08-03 14:30:09,2017-08-14 18:23:01,2017-08-17 19:03:48,2017-08-22 00:00:00,ebe731fd857c94fa522bf0e9f4562b71,3.0,,m,2017-08-18 00:00:00,2017-08-20 02:46:14
37912,8c6a3fab1ed272b02f23bb7dc9061d9a,9084b0a94916b534ac6e626011092567,delivered,2018-04-12 17:36:07,2018-04-14 02:31:39,2018-04-17 00:16:47,2018-04-30 19:44:38,2018-05-02 00:00:00,dc7a14d3e1984bfc11b484b841697096,4.0,Não quero avaliar,,2018-05-01 00:00:00,2018-05-04 11:29:18
37913,8c6a3fab1ed272b02f23bb7dc9061d9a,9084b0a94916b534ac6e626011092567,delivered,2018-04-12 17:36:07,2018-04-14 02:31:39,2018-04-17 00:16:47,2018-04-30 19:44:38,2018-05-02 00:00:00,72906dc18cd7aaed26be40c859613c65,1.0,É muito confusa.,"Comprei duas válvulas solenóides iguais. Paguei o mesmo produto com quantidade 2 (dois). As válvulas são iguais, mas as roscas são diferentes. Uma é BSP, com passo igual a NPT, a outra tem passo maio",2018-05-01 00:00:00,2018-05-04 17:54:45
